,ROME_PROFESSION_CARD_CODE,TXT_NAME
834,H3302,Peut coordonner une équipe.
835,H3303,"Prépare des mélanges de matières solides et liquides (pesage, ...) et les transforme (broyage, mélange, ...) au moyen d'équipements automatisés ou à conduite manuelle. Intervient selon les règles d'hygiène et de sécurité, d'environnement et les impératifs de production (qualité, délais, quantité, ...)."
836,H3303,Surveille le fonctionnement des équipements. Effectue des opérations de conditionnement.
837,H3303,Peut guider le stockage des matières/produits et effectuer des interventions de premier niveau sur les équipements.
838,H3401,"Parachève et réduit par abrasion les aspérités et rugosités des surfaces de pièces et produits industriels usinés, bruts de fonderie, de forge, ... selon les règles de sécurité et les impératifs de production (qualité, délais, ...)."
839,H3402,"Réalise des traitements de surface de protection à l'usure, à la corrosion et/ou de décoration par dépôt électrochimique sur des pièces et produits neufs ou usés. Intervient selon les règles de sécurité et les impératifs de réalisation (délais, qualité, ...)."
840,H3402,Peut coordonner une équipe.
841,H3403,"Applique un traitement thermique, thermochimique afin de modifier des propriétés et caractéristiques mécaniques et structurelles de pièces selon les règles de sécurité et les impératifs de réalisation (délais, qualité, ...)."
842,H3403,Peut coordonner une équipe.
843,H3404,"Applique des couches de revêtement ou de protection (peinture, laque, ...) sur des pièces et produits industriels selon les règles de sécurité et les impératifs de réalisation (délais, qualité, ...)."
844,H3404,Peut coordonner une équipe.
845,I1101,"Organise et dirige les opérations d'entretien et le maintien de la viabilité d'infrastructures et bâtis (ouvrages, réseaux, bâtiments, voiries, ...) selon les règles de sécurité et d'environnement et les impératifs d'exploitation."
846,I1101,Peut coordonner une équipe.
847,I1101,Peut diriger un service et en gérer le budget.
848,I1102,"Organiser et superviser les activités et les interventions de maintenance d'un ou plusieurs services, dans un objectif de fiabilisation des moyens et outils de production selon les normes de sécurité, hygiène et environnement et les impératifs de productivité et de qualité."
849,I1102,"Peut diriger un service à spécialités hétérogènes en terme de maintenance (mécanique, électricité, électronique, automatisme, hydraulique, pneumatique, ...)."
850,I1103,"Supervise et contrôle l'entretien d'un parc de véhicules ou le suivi d'une flotte de véhicules professionnels de clients, de sociétés, de collectivités, selon la réglementation de sécurité et les impératifs de coût, délai et qualité."
851,I1201,"Effectue la pose des affichages publicitaires sur des supports et mobiliers urbains. Réalise l'entretien des mobiliers, abris, panneaux urbains et de leurs abords selon les règles de sécurité et les impératifs d'exploitation (propreté, qualité ...)."
852,I1201,"Réalise la pose intérieure ou extérieure de signalétique (totems, panneaux muraux, enseignes, ...)."
853,I1201,Peut coordonner une équipe.
854,I1202,"Surveille la viabilité (état, propreté, sécurité, ...) du réseau routier et des équipements."
855,I1202,"Réalise les interventions de sécurisation et d'entretien selon les règles de sécurité et les impératifs d'exploitation (flux, trafic, ...)."
856,I1202,Peut coordonner l'activité d'une équipe.
857,I1203,"Effectue la maintenance et l'entretien des locaux et espaces à usage collectif (locaux communaux, établissements hospitaliers, maisons de retraite, immeubles, écoles, locaux d'entreprises,...) selon les règles de sécurité. Peut gérer les approvisionnements d'outils et de consommables."
858,I1301,"Effectue l'entretien, le dépannage, la surveillance ou l'installation d'équipements à dispositifs mécaniques, électriques, électroniques, automatiques, hydrauliques, ... (ascenseurs, escaliers mécaniques, trottoirs roulants, monte-charges, ...) selon les règles de sécurité et la réglementation."
859,I1301,Peut coordonner une équipe.
860,I1302,"Installe et règle des équipements automatisés autonomes ou des systèmes industriels automatisés et effectue leur maintenance (préventive, curative, ...), selon les règles de sécurité."
861,I1302,Peut coordonner une équipe.
862,I1303,"Effectue l'installation, la mise en service ou la maintenance (entretien, dépannage, approvisionnement en produits, ...) de distributeurs automatiques (produits alimentaires, journaux, tickets, billets de train, ...), selon les règles d'hygiène et de sécurité."
863,I1303,Peut coordonner une équipe.
864,I1304,"Effectue l'entretien, le dépannage, la surveillance et l'installation d'équipements, de matériels industriels ou d'exploitation de conception pluritechnologique, selon les règles de sécurité et la réglementation."
865,I1304,Peut effectuer la planification d'opérations de maintenance ou d'installation d'équipements.
866,I1304,Peut coordonner une équipe.
867,I1305,"Procède à l'installation et à la maintenance corrective et préventive d'appareils, d'équipements, d'installations ou de systèmes à forte composante électronique, selon les règles de sécurité."
868,I1305,"Peut assurer une assistance téléphonique (hot line, ...) aux utilisateurs."
869,I1305,Peut coordonner une équipe.
870,I1306,"Effectue l'installation, la mise en service et la maintenance d'installations frigorifiques (froid commercial, froid industriel, ...) ou d'équipements de conditionnement d'air et de climatisation (à détente directe, à circuits secondaires de refroidissement, centralisé, ...), selon les règles de sécurité et la réglementation."
871,I1306,Peut intervenir sur des installations de cuisines professionnelles.
872,I1306,Peut effectuer des opérations de dépannage sur des installations de chauffage.
873,I1307,"Effectue l'entretien, le dépannage, l'assemblage et l'installation d'équipements de télécommunication ou de technologie des courants faibles (alarme anti-intrusion, alarme incendie, contrôle d'accès, interphone, surveillance vidéo, ...), selon les règles de sécurité et la réglementation. Intervient sur les matériels (centraux téléphoniques, ...), les logiciels de configuration ou sur les réseaux de communication."
874,I1307,"Peut conseiller, former et assister les utilisateurs, sur site, par télémaintenance ou téléassistance."
875,I1308,"Effectue la mise en service et le dépannage d'installations de chauffage (chaudières d'immeubles, production de vapeur ou d'eau chaude en milieux industriels, fours industriels, équipements de cogénération, ...), selon les règles de sécurité et la réglementation."
876,I1308,Peut exécuter des opérations d'installation d'équipement.
877,I1308,Peut procéder à la surveillance d'installations de chauffage et intervenir sur des opérations de dépannage d'installations frigorifiques ou de conditionnement d'air.
878,I1309,"Effectue la maintenance préventive ou corrective d'équipements ou d'installations électriques, à partir de schémas électriques ou de plans d'implantation, selon les règles de sécurité et la réglementation."
879,I1309,Peut effectuer des opérations d'installation ou de modification de matériels électriques.
880,I1309,Peut cordonner une équipe.
881,I1310,"Réalise l'entretien, la maintenance, la mise à niveau ou la rénovation mécanique des matériels, équipements, installations de production/exploitation industrielles, selon les règles de sécurité et les impératifs de production (délais, qualité, ...)."
882,I1310,Peut coordonner une équipe.
883,I1401,"Effectue le dépannage, l'entretien et l'installation d'équipements ou de parcs d'équipements informatiques ou bureautiques (matériels, logiciels, réseaux, ...), selon les règles de sécurité et la réglementation."
884,I1401,"Peut conseiller, former et assister les utilisateurs (sur site, par télémaintenance, téléassistance, ...)."
885,I1401,"Peut assembler ou intégrer un équipement (configurations standards ou spécifiques, ...)."
886,I1401,Peut coordonner une équipe.
887,I1402,"Répare des appareils électrodomestiques par changement de pièces mécaniques, composants électriques, cartes électroniques et par réglage, selon les règles de sécurité et les techniques définies."
888,I1402,Peut réparer des éléments ou des pièces défectueuses.
889,I1402,Peut coordonner une équipe.
890,I1501,"Réalise des interventions techniques en grande hauteur et d'accès difficile. Exécute les opérations de nettoyage, de maintenance, de réfection ou de protection extérieurs de bâtiments, de monuments et d'ouvrages de génie civil, à l'aide de cordes, nacelles, selon les règles de sécurité."
891,I1501,Peut encadrer une équipe.
892,I1502,"Réalise des interventions techniques en milieu subaquatique pour des opérations de travaux publics, maintenance, recherche, expertise, sécurité d'éléments immergés, selon les règles de sécurité."
893,I1502,Peut coordonner une équipe et diriger une plongée.
894,I1503,"Réalise des opérations techniques d'assainissement, de décontamination ou de maintenance en milieu nucléaire, bactériologique ou chimique."
895,I1503,"Met en oeuvre des équipements, installations et procédures de déplacements d'éléments polluants et nocifs selon des règles de sécurité et sanitaires strictes."
896,I1503,Peut coordonner une équipe.
897,I1601,"Réalise l'installation et la maintenance de matériels et équipements spécifiques embarqués, dans un objectif d'amélioration, de mise et de maintien en état et en conformité des embarcations, pour la navigation et la plaisance, selon la réglementation, les normes et besoins du client."
898,I1602,"Réalise l'entretien, le contrôle et la maintenance préventive et curative des aéronefs selon les protocoles de visites et la réglementation de l'aéronautique."
899,I1602,Peut réaliser des visites en ligne ou en escale et des interventions de grand entretien.
900,I1602,Peut coordonner une équipe.
901,I1603,"Effectue les réparations et les révisions des engins et matériels agricoles, de chantier, de levage et manutention, selon les règles de sécurité et la réglementation."
902,I1603,"Peut effectuer des dépannages sur site (terrains agricoles, chantiers, ...)."
903,I1604,"Effectue les réparations, révisions, contrôles périodiques de véhicules automobiles particuliers ou industriels selon les règles de sécurité et la réglementation."
904,I1604,Peut effectuer des dépannages et des essais de véhicules sur route.
905,I1604,Peut coordonner une équipe.
906,I1605,"Réalise la maintenance et la réparation des moteurs, machines de propulsion, installations auxiliaires (apparaux, équipement de commande, ...) de bateaux et navires, selon les règles de sécurité et la réglementation."
907,I1605,"Installe et met en service des moteurs hors bord, inbord, essence ou diesel et leurs équipements et accessoires périphériques."
908,I1605,Peut manoeuvrer et déplacer des bateaux.
909,I1605,Peut réaliser des opérations d'usinage de pièces.
910,I1606,"Répare par remise en forme ou remplacement des éléments endommagés de carrosserie ou de structure (passage au marbre, ...)"
911,I1606,"Réalise des opérations de finition (préparation de surface, peinture, ...) selon les règles de sécurité et la réglementation."
912,I1606,Peut effectuer des modifications de carrosserie et des petits travaux de sellerie.
913,I1606,Peut coordonner une équipe.
914,I1607,"Procède à l'entretien ou à la réparation de moteurs, organes et équipements de cycles, motocycles, matériels de parcs et jardins et autres matériels et engins à moteur 2 ou 4 temps, selon les règles de sécurité et la réglementation."
915,I1607,Peut effectuer la vente de véhicules ou de matériels.
916,J1101,"Réalise des bilans de santé auprès de publics scolaires, salariés, ..., organise et suit des actions individuelles et collectives de dépistage, de prévention selon la réglementation sociale et les orientations de Santé Publique."
917,J1101,"Peut effectuer le suivi de publics en situation particulière (enfants handicapés, salariés atteints de maladies professionnelles, ...)."
918,J1101,Peut coordonner une équipe.
919,J1102,"Prévient, diagnostique les pathologies et réalise les soins de patients selon la spécialité médicale ou chirurgicale."
920,J1102,Peut organiser la prise en charge médicale d'urgence.
921,J1102,Peut mettre en place le recueil et le traitement des informations médicales.
922,J1102,Peut mener des actions de formation ou d'enseignement.
923,J1102,"Peut coordonner une équipe, diriger un cabinet ou un service hospitalier."
924,J1103,"Diagnostique les pathologies dentaires, réalise les soins, effectue la pose d'appareillage et conseille le patient sur l'hygiène bucco-dentaire."
925,J1103,Peut réaliser des soins d'orthopédie dento-faciale.
926,J1103,Peut coordonner une équipe et diriger un cabinet.
927,J1104,Réalise le suivi et l'accompagnement de la femme enceinte tout au long de la grossesse et intervient dans le déroulement de l'accouchement et l'accueil du nouveau-né.
928,J1104,Peut organiser des séances de préparation à l'accouchement ou mettre en place une rééducation post-accouchement.
929,J1104,Peut diriger un cabinet.
930,J1201,"Réalise ou contrôle la réalisation d'actes de biologie médicale, interprète et valide les résultats afin de contribuer au diagnostic et au suivi de patients selon les règles du Code de Santé Publique."
931,J1201,Peut organiser la collecte et la dispensation des Produits Sanguins Labiles -PSL-.
932,J1201,Peut coordonner une équipe ou diriger un ou plusieurs laboratoires.
933,J1202,Délivre des produits pharmaceutiques et réalise des préparations pharmaceutiques pour des clients/patients selon la prescription médicale ou la demande individuelle.
934,J1202,"Peut conseiller, vendre d'autres produits (parapharmacie, matériel médical, orthopédique, ...)."
935,J1202,Peut intervenir dans le cadre d'actions de formation.
936,J1202,"Peut coordonner une équipe, diriger une officine ou un service."
937,J1301,Effectue le nettoyage des parties communes d'un ou plusieurs services hospitaliers et l'entretien de l'environnement de vie des patients/résidents selon les règles d'hygiène et d'asepsie.
938,J1301,"Peut effectuer le service hôtelier (distribution de repas, collations, ...) auprès des patients/résidents."
939,J1301,Peut acheminer les patients (brancardage) au sein de l'établissement hospitalier.
940,J1301,Peut effectuer la stérilisation de matériel médicochirurgical.
941,J1302,"Réalise et traite des prélèvements biologiques en vue d'analyses biomédicales selon la prescription médicale, dans un objectif de diagnostic, dépistage, traitement, prévention ou de recherche."
942,J1302,"Peut réaliser des prélèvements biologiques spécifiques (sang, sécrétions, ...)."
943,J1303,Prépare les éléments médico-techniques en vue de la réalisation des actes par le praticien et effectue le suivi médico administratif des dossiers des patients/clients.
944,J1303,Peut apporter un appui technique au praticien dans la réalisation des soins.
945,J1303,"Peut installer du matériel médical au domicile de particuliers (respirateur, pompe à nutrition, ...)."
946,J1303,Peut effectuer la gestion administrative de la structure.
947,J1304,"Réalise la prise en charge d'enfants de la naissance à quinze ans, les guide dans les gestes de la vie quotidienne et effectue des soins d'hygiène, de confort afin de contribuer à leur bien-être et leur développement."
948,J1305,"Réalise le transport sanitaire ou l'accompagnement de personnes (patients, personnes blessées ou accidentées, ...) vers les structures de soins selon les règles d'hygiène, de confort et de sécurité."
949,J1305,"Peut transporter des personnes en conditions d'urgence et pratiquer les gestes de secours (massages cardiaques, respiratoires, ...)."
950,J1305,"Peut accomplir des opérations ou missions annexes (formalités administratives, transport groupé de public spécifique, missions d'assistance humanitaire, ...)."
951,J1305,Peut coordonner une équipe ou diriger une structure.
952,J1306,"Réalise des clichés d'imagerie médicale (radiologie conventionnelle, IRM, scannographie, ...) de diagnostic ou de dépistage de pathologie selon la prescription médicale."
953,J1306,"Peut intervenir dans la mise en place de traitements thérapeutiques (radiothérapie, curiethérapie, ...)."
954,J1306,Peut réaliser des calculs dosimétriques.
955,J1307,"Réalise des préparations pharmaceutiques et délivre des produits (médicaments, dispositifs médicaux stériles, ...) selon la prescription médicale ou la demande individuelle."
956,J1307,Peut conseiller et vendre des articles de parapharmacie.
957,J1401,Réalise et délivre une aide auditive aux personnes déficientes auditives selon la prescription médicale ou la demande individuelle.
958,J1401,"Conseille les personnes sur le port d'un appareillage auditif (éducation prothétique) et met en place le suivi technique (contrôle, réglage, ...)."
959,J1401,"Peut participer à des actions de dépistage, de sensibilisation en lien avec d'autres intervenants (médecine du travail, scolaire, ...)."
960,J1401,"Peut coordonner une équipe (assistants, audioprothésistes, ...), diriger une structure."
961,J1402,"Elabore le bilan diététique et réalise le suivi nutritionnel de personnes bien portantes ou de malades (patients hospitalisés, diabétiques, ...) selon la prescription médicale ou la demande individuelle."
962,J1402,"Conseille et informe les professionnels (de restauration, de santé, ...) sur la diététique et l'hygiène alimentaire."
963,J1402,Peut contrôler la chaîne alimentaire en collectivité (de la conception des menus à la distribution des repas) selon la réglementation en matière d'hygiène alimentaire.
964,J1402,Peut diriger un cabinet.
965,J1403,"Rééduque, réadapte les personnes atteintes de déficience, d'incapacité ou d'handicap (physique, psychique, ...) selon la prescription médicale ou la demande individuelle."
966,J1403,"Peut concevoir et réaliser des appareillages (orthèses, attelles, ...)."
967,J1404,"Rééduque et réadapte les déficiences motrices, les limitations fonctionnelles de la personne selon la prescription médicale dans un but d'entretien, de restauration, d'adaptation de la gestuelle ou d'optimisation de la fonction motrice."
968,J1404,"Peut proposer un traitement selon une orientation thérapeutique spécifique (ostéopathie, chiropractie, ...)."
969,J1404,"Peut réaliser des actions de prévention (bilans ergonomiques, suivi de sportifs, ...)."
970,J1404,Peut diriger un cabinet.
971,J1405,"Assemble et délivre des équipements de correction optique à des personnes atteintes de troubles visuels selon la prescription médicale, la demande individuelle."
972,J1405,"Commercialise des articles (lunettes de soleil, étuis, instruments optiques, produits de conservation et de nettoyage, ...)."
973,J1405,Peut mesurer l'acuité visuelle et déterminer la correction optique nécessaire à la personne.
974,J1405,"Peut coordonner une équipe (monteur vendeur, opticien, personnel administratif, ...), diriger un ou plusieurs magasins d'optique."
975,J1406,"Corrige ou améliore la communication orale, écrite de personnes atteintes de troubles du langage, de la parole ou de la voix. Réalise le bilan orthophonique et met en place les séances de rééducation sur prescription médicale."
976,J1406,"Peut effectuer une rééducation orthophonique pour des publics atteints de handicaps particuliers (surdité, laryngectomie, ...)."
977,J1406,Peut diriger un cabinet.
978,J1407,"Rééduque ou réadapte le système oculaire de personnes atteintes de troubles de la vision (strabisme, défaut de convergence, amblyopie, ...) selon la prescription médicale."
979,J1407,"Peut procéder à des examens d'exploration visuelle (sens chromatique, champ visuel, ...)."
980,J1407,Peut effectuer une rééducation en basse vision.
981,J1407,Peut diriger un cabinet.
982,J1408,Prévient et traite manuellement les dysfonctionnements ou perturbations de la mobilité des tissus du corps humain afin de réguler ou corriger le fonctionnement musculo-squelettique.
983,J1408,Peut diriger un cabinet.
984,J1409,"Effectue les soins d'hygiène et d'entretien du pied, conçoit et réalise des appareillages (orthèses plantaires orthopédiques, orthoplasties, ...) selon la préconisation médicale ou la demande individuelle des personnes pour le traitement des troubles des appuis plantaires."
985,J1409,Peut diriger un cabinet.
986,J1410,"Conçoit, modifie ou répare des éléments prothétiques dentaires à partir des données du praticien dentaire, ... selon les règles d'hygiène et les impératifs de qualité."
987,J1410,Peut réaliser des appareillages d'orthopédie dento-faciale.
988,J1410,"Peut coordonner une équipe, diriger un laboratoire dentaire."
989,J1411,Conçoit et réalise des appareillages de compensation (orthèse) ou de remplacement (prothèse) de la partie déficiente du corps de la personne selon la prescription médicale ou la demande individuelle.
990,J1411,Peut effectuer la pose et l'adaptation d'appareillage sur la personne.
991,J1411,"Peut réaliser des éléments prothétiques spécifiques (prothèses oculaires, faciales, ...)."
992,J1411,"Peut coordonner une équipe, diriger une structure."
993,J1412,Met en place des thérapies à médiation corporelle visant le rétablissement de l'équilibre et l'harmonie avec le corps.
994,J1412,"Intervient auprès de personnes atteintes de troubles psychomoteurs ou neuromoteurs (perturbations du schéma corporel, tics, inhibitions, ...) selon la prescription médicale ou la demande individuelle."
995,J1412,"Peut recourir à des médiations thérapeutiques particulières (musicothérapie, équithérapie, ...)"
996,J1412,Peut diriger un cabinet.
997,J1501,"Surveille l'état de santé des patients, les accompagne dans les gestes de la vie quotidienne et réalise des soins d'hygiène, de confort selon la préconisation médicale et les consignes du personnel soignant."
998,J1502,Organise l'activité et coordonne les moyens humains et matériels d'un ou plusieurs services médicaux/paramédicaux selon les orientations de l'établissement et les impératifs de soins des patients.
999,J1503,Réalise les soins infirmiers d'anesthésie selon le protocole médical et les règles d'hygiène et d'asepsie et prend en charge la surveillance du patient du début de l'intervention chirurgicale jusqu'à la phase de réveil.
1000,J1503,"Peut intervenir dans différents domaines (traitement de la douleur, transport sanitaire d'urgence, ...)."
1001,J1504,Organise la prise en charge de patients en bloc opératoire et apporte une aide technique au praticien tout au long de l'intervention selon le protocole chirurgical et les règles d'hygiène et d'asepsie.
1002,J1504,"Peut intervenir en hygiène hospitalière, en service de stérilisation centrale, ..."
1003,J1504,Peut coordonner une équipe.
1004,J1505,"Réalise le suivi sanitaire de divers publics (scolaires, salariés, ...) et mène des actions de dépistage et d'éducation à la santé selon la réglementation sociale et les orientations de Santé Publique."
1005,J1506,"Réalise les soins infirmiers, d'hygiène et de confort selon le protocole médical et les règles d'hygiène et d'asepsie."
1006,J1506,"Peut coordonner des programmes de soins particuliers (Démarche de Soins Infirmiers -DSI -, Hospitalisation à Domicile -HAD-, ...)"
1007,J1506,Peut coordonner une équipe ou diriger un cabinet.
1008,J1507,"Organise la prise en charge d'enfants de 0 à 15 ans selon les impératifs médicaux (soins infirmiers, ...) ou les orientations de la structure (halte garderie, crèche, ...)."
1009,J1507,"Peut coordonner une équipe (auxiliaires de puériculture, aides-soignants, assistants maternels, ...), diriger une structure d'accueil."
1010,K1101,"Guide et accompagne le couple ou la famille lors de situations conflictuelles ou de changement familial (séparation, violence, deuil, ...), afin qu'ils élaborent un projet d'entente ou de reconstruction."
1011,K1101,"Peut informer le public sur des thèmes spécifiques (sexualité, interruption volontaire de grossesse, ...)."
1012,K1101,Peut diriger un cabinet libéral.
1013,K1102,"Effectue la gestion financière des ressources et l'administration des biens de bénéficiaires d'une mesure de protection juridique (tutelle, curatelle, ...)."
1014,K1102,"Peut effectuer la gestion du patrimoine (mobilier, immobilier, ...) de bénéficiaires."
1015,K1102,Peut apporter un appui socioéducatif.
1016,K1103,"Met en place des actions de développement  personnel, selon la méthode utilisée, afin de favoriser le bien-être de la personne."
1017,K1103,"Peut mettre en place des actions de conseil, coaching."
1018,K1103,Peut diriger une entreprise.
1019,K1104,"Réalise des actions d'analyse, d'évaluation psychologique et de conseil, selon les besoins des personnes afin de leur apporter un soutien ou une aide psychologique."
1020,K1104,Peut réaliser des bilans psychologiques.
1021,K1104,"Peut mener des actions selon des médiations thérapeutiques spécifiques (art thérapie, musicothérapie, ...)."
1022,K1104,"Peut mettre en place un suivi psychothérapeutique selon des orientations particulières (psychanalytiques, comportementalistes, ...)."
1023,K1201,Met en oeuvre des dispositifs d'aide sociale afin de favoriser l'insertion sociale ou de prévenir l'exclusion de personnes généralement en difficulté.
1024,K1201,Peut proposer un accompagnement éducatif sur la gestion de la vie quotidienne à des familles.
1025,K1202,"Organise et met en place des activités éducatives afin de favoriser l'éveil et le développement de l'enfant, selon les choix pédagogiques de la structure et les règles d'hygiène et de sécurité."
1026,K1202,Peut animer un relais d'assistantes maternelles.
1027,K1202,Peut organiser le réseau petite enfance au sein d'une collectivité.
1028,K1202,Peut coordonner l'activité d'une équipe.
1029,K1202,Peut diriger une structure d'accueil de la petite enfance.
1030,K1203,"Organise une activité de production et accompagne dans sa réalisation des personnes handicapées ou en difficultés sociales, afin de favoriser leur adaptation/réadaptation ou insertion professionnelle."
1031,K1203,Peut coordonner l'activité d'une équipe.
1032,K1204,"Mène des actions de médiation auprès d'un public ou d'institutions afin de contribuer à renforcer la cohésion sociale. Etablit ou rétablit, par une démarche de médiation, la relation entre des personnes ou une personne et une structure. Contribue à la résolution de situations conflictuelles entre deux parties."
1033,K1204,Peut coordonner une équipe de médiateurs sociaux.
1034,K1205,"Mène des actions d'information, de prévention ou de médiation auprès d'un public généralement en difficulté, selon l'orientation de la structure."
1035,K1205,Peut réaliser des permanences en téléphonie sociale.
1036,K1205,Peut coordonner l'activité d'une équipe.
1037,K1206,"Conçoit des projets d'animation socioculturelle pour le public, les met en place et les coordonne afin de favoriser la communication et le développement du lien social, au sein d'un territoire ou d'une structure."
1038,K1206,Peut coordonner l'activité d'une équipe.
1039,K1206,Peut diriger une structure.
1040,K1207,"Organise et met en place des actions socioéducatives pour un public en difficulté (enfants, adultes, personnes handicapées, ...) afin de favoriser son insertion ou sa réinsertion sociale."
1041,K1207,Peut intervenir dans le cadre de mesures judiciaires.
1042,K1207,Peut coordonner l'activité d'une équipe.
1043,K1301,"Aide et accompagne les personnes handicapées ou dépendantes dans la réalisation des actes de la vie quotidienne, afin de favoriser le maintien ou le développement de leur autonomie."
1044,K1301,Peut enseigner les techniques de locomotion aux personnes malvoyantes ou non-voyantes.
1045,K1302,"Assiste les personnes dans l'accomplissement des actes de la vie quotidienne (lever, toilette...) et la réalisation des travaux ménagers (cuisine, ménage, courses...) afin de maintenir leur autonomie."
1046,K1303,"Aide les enfants dans la réalisation des actes de la vie quotidienne (habillage, prise de repas...)."
1047,K1303,"Mène avec eux des activités d'éveil (jeux, apprentissage de la vie collective...)."
1048,K1303,Peut effectuer l'entretien du cadre de vie des enfants.
1049,K1304,"Procède à l'entretien ménager du domicile d'un ou plusieurs particuliers, selon les instructions de la personne ou de la structure employeuse."
1050,K1304,"Peut effectuer des travaux de grand nettoyage occasionnels ou des activités de services et d'accompagnement auprès de publics (enfants, personnes âgées, ...)."
1051,K1304,Peut coordonner l'activité du personnel de maison.
1052,K1305,"Organise et réalise des interventions d'aide au domicile des personnes lors de difficultés ponctuelles (surcharge de travail domestique, naissances multiples, décès d'un des parents, séparation, maladie, ...) afin de maintenir ou développer leur autonomie dans la vie quotidienne."
1053,K1305,"Peut organiser l'accueil et les conditions de séjour de personnes au sein d'une structure d'accueil (maison de retraite, foyer d'hébergement, ...)."
1054,K1305,Peut coordonner l'activité d'une équipe.
1055,K1401,"Participe à la définition et à la conception des politiques des pouvoirs publics et coordonne les actions de l'Etat dans les services déconcentrés (en région, dans les départements)."
1056,K1401,Peut contrôler et évaluer la mise en oeuvre des politiques des pouvoirs publics.
1057,K1402,"Conçoit des programmes de prévention, d'éducation de santé publique et met en place des actions de contrôle et d'évaluation du système de santé, selon les impératifs de sécurité sanitaire et la réglementation médicosociale (code de Santé Publique, Code de Sécurité Sociale, ...)."
1058,K1402,"Peut coordonner une équipe, coordonner un réseau d'intervenants."
1059,K1403,"Gère une structure ou un service social, médicosocial, de santé, ou pénitentiaire dans ses dimensions humaines, financières, administratives, ..."
1060,K1403,"Coordonne les activités afin d'assurer la prise en charge des publics (patients, personnes en difficultés sociales, personnes placées sous main de justice, ...)."
1061,K1404,"Met en oeuvre l'action des pouvoirs publics au niveau du territoire (commune, département, région, Union Européenne, ...) et dans un ou des domaines de compétences spécifiques (développement économique, emploi et insertion, aménagement du territoire, ...)."
1062,K1404,"Ces actions seront définies selon les directives et les orientations des pouvoirs publics (Gouvernement, assemblées délibérantes, ...) et en fonction du contexte et des stratégies locales."
1063,K1404,"Peut superviser/organiser un ou plusieurs services d'une collectivité territoriale (commune, conseil général, conseil régional, ...), d'une administration déconcentrée (direction départementale, direction régionale, direction déléguée, ...)."
1064,K1404,Peut intervenir dans le cadre de projet ou de mission ponctuels.
1065,K1405,"Assure la représentation de l'Etat français dans une circonscription (département, région, ...) ou sur un territoire (pays étranger). Est garant de l'application et du respect des règles/lois fixées par le Gouvernement et intervient au nom de l'Etat dans toute situation où la présence de l'Etat le nécessite (crise politique, catastrophe naturelle, fermeture d'un site industriel, ...)."
1066,K1405,"Peut intervenir dans des domaines ou dans des contextes spécifiques (domaine économique, gestion de fonds européens, coordination de l'action de l'Etat en mer, ...), en fonction des particularités des pays, des régions, des départements, ..."
1067,K1501,"Etablit les différentes impositions (taxe d'habitation, impôts sur le revenu ou sur les sociétés, recensement du patrimoine foncier, ...) et procède à la collecte des recettes publiques, selon les règles de finances publiques."
1068,K1501,Tient la comptabilité de l'Etat et des collectivités locales. Peut effectuer le contrôle et le paiement de dépenses de l'Etat ou réaliser des activités en lien avec la publicité foncière.
1069,K1502,"Contrôle l'application des dispositions réglementaires définies par les pouvoirs publics en matière de santé publique, d'action sociale, et de protection des droits des salariés (accords collectifs, conditions de travail, contrats de travail, horaires, rémunérations, ...). Apporte un appui aux entreprises, usagers (informations sur leurs droits, évolutions de la législation, ...), selon les réglementations sociales."
1070,K1502,Peut participer à des audiences judiciaires en tant que témoin ou expert.
1071,K1502,Peut coordonner une équipe.
1072,K1503,"Effectue le contrôle des dossiers de déclarations fiscales des contribuables (particuliers et professionnels) et apporte une expertise sur la réglementation en matière d'imposition. Participe au règlement de dossiers litigieux auprès de particuliers ou de professionnels (vérification des comptes, enquêtes, dégrèvement, ...)."
1073,K1503,"Peut intervenir dans un service particulier (cadastre, conservation des hypothèques, ...)."
1074,K1504,"Vérifie et contrôle la gestion financière des fonds publics de l'Etat, des collectivités locales et des établissements publics, selon les règles de comptabilité publique. Réalise les opérations de recouvrement des recettes publiques et gère les fonds déposés auprès de l'Etat."
1075,K1504,Intervient en expert auprès des décideurs publics et des entreprises.
1076,K1504,Peut effectuer la gestion des fonds déposés dans les caisses du Trésor.
1077,K1505,"Contrôle le respect des règlementations relatives à la concurrence, à la consommation et à la circulation des marchandises."
1078,K1505,"Peut participer à l'élaboration de la réglementation douanière, de la concurrence, de la consommation."
1079,K1505,Peut coordonner une équipe.
1080,K1601,"Recherche et gère des sources et des informations documentaires selon les besoins de sa structure. Met à disposition un fonds documentaire physique et numérique (documents écrits, enregistrés) et en facilite l'accès à différents publics (particuliers, professionnels, chercheurs, ...)."
1081,K1601,"Peut constituer et gérer un fonds de jeux et de jouets destinés à des publics divers (enfants, adultes, personnes âgées, ...)."
1082,K1601,Peut réaliser l'acquisition et la valorisation de documents.
1083,K1601,"Peut diriger une équipe, un service et animer un réseau de bibliothèques."
1084,K1602,"Supervise et met en oeuvre la politique et les actions de conservation, d'étude, d'enrichissement, de mise en valeur et de diffusion des patrimoines culturels, selon la réglementation et la politique culturelle de la structure."
1085,K1602,Peut diriger une équipe ou un service et en gérer le budget.
1086,K1701,Mène des actions de protection de la population et de combat dans le cadre d'opérations militaires selon la politique de défense et la politique internationale de la nation.
1087,K1701,Peut diriger une équipe en fonction du grade.
